City,report_year,Enrollment,FTE Count,Education spending,has_nulls
PORTLAND,2009,1463.96,224.8,18701508.0,False
PORTLAND,2010,1471.33,226.2,18604782.0,False
PORTLAND,2011,1444.33,222.90000000000003,19306090.0,False
PORTLAND,2012,1420.11,228.3,19793291.0,False
PORTLAND,2013,1427.69,228.9,20216816.0,False
PORTLAND,2014,1435.54,230.9,20983986.0,False
PORTLAND,2015,1382.54,234.7,21094353.0,False
PORTLAND,2016,1400.51,228.90000000000003,21778087.0,False
PRESTON,2007,779.03,108.4,10401301.0,True
PRESTON,2008,758.08,102.49999999999999,10547934.0,False
PRESTON,2009,726.13,97.6,11137380.0,False
PRESTON,2010,660.77,94.89999999999999,10865208.0,False
PRESTON,2011,661.8,97.8,10843392.0,False
PRESTON,2012,609.7000000000003,94.1,11166085.0,False
PRESTON,2013,608.68,89.8,11017203.0,False
PRESTON,2014,617.14,89.8,12065450.0,False
PRESTON,2015,609.25,91.0,11560965.0,False
PRESTON,2016,648.09,92.4,12070980.0,False
PUTNAM,2007,1326.75,231.1,15621857.0,False
PUTNAM,2008,1298.97,232.50000000000003,20967049.0,False
PUTNAM,2009,1237.6,226.8,16790824.0,False
PUTNAM,2010,1240.37,227.8,16450589.0,False
PUTNAM,2011,1282.26,224.40000000000003,17752764.0,False
PUTNAM,2012,1256.68,234.7,18099219.0,False
PUTNAM,2013,1221.89,240.5,18493953.0,False
PUTNAM,2014,1226.36,240.60000000000002,19139288.0,False
PUTNAM,2015,1196.73,239.8,18932080.0,False
PUTNAM,2016,1165.89,243.00000000000003,19502945.0,False
RIDGEFIELD,2007,5606.17,751.6,71669217.0,False
RIDGEFIELD,2008,5573.48,746.2,98454741.0,False
RIDGEFIELD,2009,5586.62,766.9000000000001,80923133.0,False
RIDGEFIELD,2010,5477.44,763.3000000000001,82939471.0,False
RIDGEFIELD,2011,5456.92,767.3000000000001,83395812.0,False
RIDGEFIELD,2012,5369.59,785.9,87248296.0,False
RIDGEFIELD,2013,5287.3,764.9,90046458.0,False
RIDGEFIELD,2014,5259.8,787.8999999999999,92761909.0,False
RIDGEFIELD,2015,5139.56,661.9000000000001,94568454.0,False
RIDGEFIELD,2016,5014.77,802.5,96082052.0,False
ROCKY HILL,2007,2585.4,384.4,26080002.0,False
ROCKY HILL,2008,2626.19,388.8,36640268.0,False
ROCKY HILL,2009,2640.24,389.70000000000005,29424694.0,False
ROCKY HILL,2010,2673.53,395.69999999999993,30266724.0,False
ROCKY HILL,2011,2626.06,406.6,30865280.0,False
ROCKY HILL,2012,2620.64,392.4,32952537.0,False
ROCKY HILL,2013,2599.66,396.7,33885126.0,False
ROCKY HILL,2014,2588.76,411.0,35566626.0,False
ROCKY HILL,2015,2646.28,429.0,38973084.0,False
ROCKY HILL,2016,2762.32,437.6,41398116.0,False
SALEM,2007,819.09,93.30000000000001,9725709.0,False
SALEM,2008,806.36,94.8,11578692.0,False
SALEM,2009,806.52,91.5,10628419.0,False
SALEM,2010,765.91,90.60000000000001,9988643.0,False
SALEM,2011,739.26,84.2,10454834.0,False
SALEM,2012,704.99,83.2,10625583.0,True
SALEM,2013,699.1,91.9,11116008.0,False
SALEM,2014,674.99,86.89999999999999,11258315.0,False
SALEM,2015,649.0700000000003,79.19999999999999,11559640.0,True
SALEM,2016,630.4500000000003,84.69999999999999,11748904.0,False
SCOTLAND,2007,277.99,39.400000000000006,4178934.0,True
SCOTLAND,2008,265.4,42.199999999999996,3973587.0,True
SCOTLAND,2009,270.65,42.3,4237439.0,True
SCOTLAND,2010,247.88,45.199999999999996,3850301.0,True
SCOTLAND,2011,236.2,44.5,4106792.0,True
SCOTLAND,2012,227.5,43.4,4545284.0,True
SCOTLAND,2013,211.8,41.2,4513899.0,True
SCOTLAND,2014,225.38,41.2,4498536.0,True
SCOTLAND,2015,219.28,40.7,4691725.0,True
SCOTLAND,2016,209.09,37.300000000000004,4673197.0,False
SEYMOUR,2007,2568.82,412.5,29210085.0,False
SEYMOUR,2008,2554.42,379.7,38297938.0,False
SEYMOUR,2009,2568.8,362.4,30293597.0,False
SEYMOUR,2010,2522.65,373.40000000000003,28397600.0,False
SEYMOUR,2011,2503.82,361.2,30179163.0,False
SEYMOUR,2012,2411.17,357.3,32887244.0,False
SEYMOUR,2013,2406.76,345.1,33091150.0,False
SEYMOUR,2014,2431.97,348.8,35087291.0,False
SEYMOUR,2015,2399.08,356.4,36132376.0,False
SEYMOUR,2016,2323.49,351.9,36363723.0,False
SHARON,2007,333.4,52.3,5398079.0,False
SHARON,2008,327.16000000000014,49.800000000000004,6858345.0,False
SHARON,2009,300.05,50.1,6391573.0,False
SHARON,2010,293.35,49.9,6469252.0,False
SHARON,2011,286.55,50.699999999999996,6438520.0,False
SHARON,2012,260.67,49.8,6656208.0,False
SHARON,2013,241.0,49.1,6450506.0,False
SHARON,2014,238.7,47.7,6377957.0,False
SHARON,2015,232.1,51.5,6819517.0,False
SHARON,2016,230.4,51.199999999999996,6969515.0,True
SHELTON,2007,5775.33,793.1999999999998,63138300.0,False
SHELTON,2008,5713.38,814.3999999999999,85504187.0,False
SHELTON,2009,5646.04,796.0,69732133.0,False
SHELTON,2010,5548.08,809.5999999999999,68185134.0,False
SHELTON,2011,5395.51,672.4,67380683.0,False
SHELTON,2012,5367.87,744.7,71812630.0,False
SHELTON,2013,5246.87,779.4,70066838.0,False
SHELTON,2014,5150.45,764.6,74300492.0,False
SHELTON,2015,5153.74,777.4,75053250.0,False
SHELTON,2016,5178.7,787.0,76887536.0,False
SHERMAN,2007,660.67,80.49999999999999,8034774.0,False
SHERMAN,2008,642.11,68.39999999999999,10040900.0,False
SHERMAN,2009,630.24,85.69999999999999,8775336.0,False
SHERMAN,2010,631.67,87.1,8649866.0,False
SHERMAN,2011,591.84,88.8,8774192.0,False
SHERMAN,2012,591.84,83.99999999999999,8941173.0,False
SHERMAN,2013,572.91,82.29999999999998,9169574.0,False
SHERMAN,2014,563.72,80.2,9540965.0,False
SHERMAN,2015,537.91,79.5,9615620.0,False
SHERMAN,2016,502.18,79.7,9589213.0,False
SIMSBURY,2007,4991.21,737.8,59059976.0,False
SIMSBURY,2008,4967.39,758.2,80434620.0,False
SIMSBURY,2009,4960.61,757.1999999999998,64620969.0,False
SIMSBURY,2010,4926.32,755.6999999999999,65728909.0,False
SIMSBURY,2011,4818.77,729.0,66795182.0,False
SIMSBURY,2012,4733.05,710.4,68933265.0,False
SIMSBURY,2013,4599.96,711.6999999999998,70434246.0,False
SIMSBURY,2014,4445.53,712.1,73703266.0,False
SIMSBURY,2015,4358.01,704.5,71510265.0,False
SIMSBURY,2016,4253.47,707.8,74054959.0,False
SOMERS,2007,1715.85,251.0,18362447.0,False
SOMERS,2008,1706.39,257.0,25585754.0,False
SOMERS,2009,1701.95,258.40000000000003,20850296.0,False
SOMERS,2010,1634.39,145.29999999999998,19932606.0,True
SOMERS,2011,1620.2,253.80000000000004,20829709.0,False
SOMERS,2012,1613.16,251.1,21936853.0,False
SOMERS,2013,1569.43,250.5,22526248.0,False
SOMERS,2014,1518.63,248.5,23416325.0,False
SOMERS,2015,1484.67,246.5,24073247.0,False
SOMERS,2016,1441.14,247.29999999999998,24017924.0,False
SOUTH WINDSOR,2007,5187.91,743.1,57721839.0,False
SOUTH WINDSOR,2008,5082.85,735.5999999999999,78231913.0,False
SOUTH WINDSOR,2009,4964.52,738.6,63808126.0,False
SOUTH WINDSOR,2010,4792.31,722.2,65415184.0,False
SOUTH WINDSOR,2011,4683.47,715.9000000000001,66904426.0,False
SOUTH WINDSOR,2012,4506.15,737.5000000000001,70996075.0,False
SOUTH WINDSOR,2013,4425.06,735.6,71405984.0,False
SOUTH WINDSOR,2014,4463.44,732.1000000000001,76012600.0,False
SOUTH WINDSOR,2015,4400.62,747.4,75058105.0,False
SOUTH WINDSOR,2016,4320.88,739.9000000000001,76768518.0,False
SOUTHINGTON,2007,6870.01,1019.0,74210000.0,False
SOUTHINGTON,2008,6882.4,1027.7,99810000.0,False
SOUTHINGTON,2009,6816.82,1018.9000000000001,80875000.0,False
SOUTHINGTON,2010,6826.46,1035.8999999999999,83561000.0,False
SOUTHINGTON,2011,6842.07,1058.8,86524000.0,False
SOUTHINGTON,2012,6788.68,1078.1999999999998,88326000.0,False
SOUTHINGTON,2013,6769.48,1051.3,91796000.0,False
SOUTHINGTON,2014,6751.35,1089.6999999999998,95632000.0,False
SOUTHINGTON,2015,6721.36,1110.9999999999998,95625000.0,False
SOUTHINGTON,2016,6648.04,1127.2999999999997,99479000.0,False
STAMFORD,2007,15088.43,2191.0,216863390.0,False
STAMFORD,2008,15028.56,2148.7000000000003,221558188.0,False
STAMFORD,2009,14883.73,2119.8,243089067.0,False
STAMFORD,2010,14966.3,2203.2000000000003,244611342.0,False
STAMFORD,2011,15123.27,2254.8,241144181.0,False
STAMFORD,2012,15269.37,2215.8999999999996,252544074.0,False
STAMFORD,2013,15490.56,2091.2000000000003,255459497.0,False
STAMFORD,2014,15623.6,2173.6,276434644.0,False
STAMFORD,2015,15773.82,2265.8,272876527.0,False
STAMFORD,2016,15642.22,2418.6,285987017.0,False
STERLING,2007,660.16,87.1,6743121.0,True
STERLING,2008,675.39,101.0,7590089.0,False
STERLING,2009,678.78,106.10000000000001,7989345.0,False
STERLING,2010,667.0,112.0,8144070.0,False
STERLING,2011,639.92,105.7,8033070.0,False
STERLING,2012,644.3,87.4,8082820.0,False
STERLING,2013,664.02,178.1,8274645.0,False
STERLING,2014,632.7000000000003,86.6,8540868.0,False
STERLING,2015,607.06,140.2,8378283.0,False
STERLING,2016,583.43,105.70000000000002,8504359.0,False
STRATFORD,2007,7618.98,963.6,84310065.0,False
STRATFORD,2008,7654.22,974.7,115569201.0,False
STRATFORD,2009,7590.46,969.0,95522351.0,False
STRATFORD,2010,7542.96,946.6,93610201.0,False
STRATFORD,2011,7502.23,918.5999999999999,96787391.0,False
STRATFORD,2012,7493.05,903.9,102808638.0,False
STRATFORD,2013,7354.08,922.3,104421589.0,False
STRATFORD,2014,7474.67,964.1,108317705.0,False
STRATFORD,2015,7322.59,974.2,110427752.0,False
STRATFORD,2016,7245.55,1068.4000000000003,112764984.0,False
SUFFIELD,2007,2495.92,350.09999999999997,27630468.0,False
SUFFIELD,2008,2497.0,360.8,38869775.0,False
SUFFIELD,2009,2447.58,383.9,31384169.0,False
SUFFIELD,2010,2440.64,368.0,31917228.0,False
SUFFIELD,2011,2407.78,368.90000000000003,32423783.0,False
SUFFIELD,2012,2425.91,376.3,34204716.0,False
SUFFIELD,2013,2384.4,379.0,35308503.0,False
SUFFIELD,2014,2314.15,372.79999999999995,35732506.0,False
SUFFIELD,2015,2278.4,394.3,35848599.0,False
SUFFIELD,2016,2261.12,399.20000000000005,37292260.0,False
THOMASTON,2007,1371.13,186.7,13639466.0,False
THOMASTON,2008,1364.64,192.5,17018547.0,False
THOMASTON,2009,1328.08,178.6,14780948.0,False
THOMASTON,2010,1286.29,175.2,13933975.0,False
THOMASTON,2011,1250.79,174.8,14167881.0,False
THOMASTON,2012,1194.26,178.6,15360953.0,False
THOMASTON,2013,1163.48,171.1,15702579.0,False
THOMASTON,2014,1096.62,162.6,15838445.0,False
THOMASTON,2015,1043.97,152.0,15560482.0,False
THOMASTON,2016,1013.79,154.6,15809352.0,False
TOLLAND,2007,3212.76,459.69999999999993,32611898.0,False
TOLLAND,2008,3207.67,459.20000000000005,44228236.0,False
TOLLAND,2009,3230.15,463.3,36943631.0,False
TOLLAND,2010,3244.6,469.7,35747088.0,False
TOLLAND,2011,3116.18,446.6,37744919.0,False
TOLLAND,2012,3018.4,450.7,39416894.0,False
TOLLAND,2013,2949.6,458.6,40346946.0,False
TOLLAND,2014,2873.68,444.1,41193428.0,False
TOLLAND,2015,2791.92,395.9,41845358.0,False
TOLLAND,2016,2710.44,432.5,43158871.0,False
TORRINGTON,2007,4996.87,725.2,59365416.0,False
TORRINGTON,2008,4923.88,731.4,79589776.0,False
TORRINGTON,2009,4807.71,729.4999999999999,67510194.0,False
TORRINGTON,2010,4784.74,713.1000000000001,67508518.0,False
TORRINGTON,2011,4664.57,705.8999999999999,68685012.0,False
TORRINGTON,2012,4622.59,707.3999999999999,69524879.0,False
TORRINGTON,2013,4532.89,698.5,71882551.0,False
TORRINGTON,2014,4460.38,733.6999999999999,76389179.0,False
TORRINGTON,2015,4482.23,749.6999999999999,76790078.0,False
TORRINGTON,2016,4465.63,763.5,78294333.0,False
TRUMBULL,2007,6840.29,980.6,79481884.0,False
TRUMBULL,2008,6857.5,1026.8,84817231.0,False
TRUMBULL,2009,6810.6,1037.0,83200356.0,False
TRUMBULL,2010,6856.73,1045.0,92778603.0,False
TRUMBULL,2011,6853.81,1042.7,95962843.0,False
TRUMBULL,2012,6799.25,1046.1000000000001,99657036.0,False
TRUMBULL,2013,6759.27,1088.0,105090812.0,False
TRUMBULL,2014,6667.87,1088.1,109704266.0,False
TRUMBULL,2015,6586.5,1118.1,111191120.0,False
TRUMBULL,2016,6615.64,1134.0,113968828.0,False
UNION,2007,112.2,12.1,1355749.0,True
UNION,2008,109.0,11.5,1458742.0,True
UNION,2009,110.0,12.900000000000002,1525478.0,True
UNION,2010,111.19,12.4,1569906.0,True
UNION,2011,109.0,13.200000000000001,1660942.0,True
UNION,2012,103.0,12.3,1667621.0,True
UNION,2013,100.0,8.5,1739301.0,True
UNION,2014,110.0,13.7,1958719.0,True
UNION,2015,109.8,16.6,2111063.0,True
UNION,2016,113.0,14.799999999999999,2137583.0,True
VERNON,2007,3801.2,614.5000000000001,46567372.0,False
VERNON,2008,3753.32,600.9,61340447.0,False
VERNON,2009,3637.8,605.0,49284455.0,False
VERNON,2010,3738.02,607.3,49302826.0,False
VERNON,2011,3768.89,605.9,52089429.0,False
VERNON,2012,3750.33,633.8000000000001,52300137.0,False
VERNON,2013,3709.87,623.4000000000001,54365055.0,False
VERNON,2014,3658.55,664.8,56788058.0,False
VERNON,2015,3582.12,626.4999999999999,57008315.0,False
VERNON,2016,3512.44,662.8,56591613.0,False
VOLUNTOWN,2007,459.98,76.9,5886752.0,True
VOLUNTOWN,2008,436.19,73.4,7189140.0,True
VOLUNTOWN,2009,434.37,76.9,6363783.0,False
VOLUNTOWN,2010,413.64,76.5,5976499.0,False
VOLUNTOWN,2011,429.92,74.3,6088931.0,False
VOLUNTOWN,2012,435.94,71.4,6573552.0,False
VOLUNTOWN,2013,415.1,70.4,6716929.0,False
VOLUNTOWN,2014,401.11,71.0,6927162.0,False
VOLUNTOWN,2015,405.71,70.1,7048859.0,True
VOLUNTOWN,2016,388.41,72.3,7215736.0,True
WALLINGFORD,2007,7069.03,1143.5,82499000.0,False
WALLINGFORD,2008,6957.6,1120.8,112045000.0,False
WALLINGFORD,2009,6945.34,1125.0,89881000.0,False
WALLINGFORD,2010,6737.62,1101.9,89377000.0,False
WALLINGFORD,2011,6587.87,1043.5,90009000.0,False
WALLINGFORD,2012,6572.14,1333.2,95875000.0,False
WALLINGFORD,2013,6288.63,1033.5,99391000.0,False
WALLINGFORD,2014,6121.14,1047.0,103194000.0,False
WALLINGFORD,2015,6232.64,1079.1000000000001,102504000.0,False
WALLINGFORD,2016,6135.01,1140.7,106678000.0,False
WATERBURY,2007,17819.04,2775.3,153285000.0,False
WATERBURY,2008,17776.39,2819.6999999999994,218774000.0,False
WATERBURY,2009,17735.58,2868.7000000000003,169099000.0,False
WATERBURY,2010,17623.54,2838.4999999999995,169827000.0,False
WATERBURY,2011,17593.61,2575.2,168429000.0,False
WATERBURY,2012,17533.14,2805.2,175180000.0,False
WATERBURY,2013,17787.24,2843.6,174373000.0,False
WATERBURY,2014,17970.4,2876.2,180634000.0,False
WATERBURY,2015,18235.87,2999.9,174838000.0,False
WATERBURY,2016,18382.83,2753.5,178411000.0,False
WATERFORD,2007,3319.33,490.0,39575955.0,False
WATERFORD,2008,3317.09,497.5,53331493.0,False
WATERFORD,2009,3256.43,482.3,42948054.0,False
WATERFORD,2010,3241.03,483.9,44312500.0,False
WATERFORD,2011,3165.79,476.50000000000006,45477649.0,False
WATERFORD,2012,3047.76,459.0,47785199.0,False
WATERFORD,2013,3014.42,455.6,49169506.0,False
WATERFORD,2014,2974.65,459.9,50512081.0,False
WATERFORD,2015,2918.43,472.1,50850012.0,False
WATERFORD,2016,2901.53,466.1,50785687.0,False
WATERTOWN,2007,3502.72,484.7999999999999,34388243.0,False
WATERTOWN,2008,3399.5,484.2000000000001,46938079.0,False
WATERTOWN,2009,3334.48,505.40000000000003,38620195.0,False
WATERTOWN,2010,3262.8,501.79999999999995,38016801.0,False
WATERTOWN,2011,3183.33,488.59999999999997,36930006.0,False
WATERTOWN,2012,3097.54,486.99999999999994,39592522.0,False
WATERTOWN,2013,3040.11,412.49999999999994,42983391.0,False
WATERTOWN,2014,2940.43,473.7,43236872.0,False
WATERTOWN,2015,2870.08,459.0,44456479.0,False
WATERTOWN,2016,2830.26,453.9,45068233.0,False
WEST HARTFORD,2007,10129.47,1403.1,120280000.0,False
WEST HARTFORD,2008,9999.26,1573.8,163032000.0,False
WEST HARTFORD,2009,10111.39,1583.0000000000002,132304000.0,False
WEST HARTFORD,2010,10315.31,1584.4999999999998,131068000.0,False
WEST HARTFORD,2011,10446.45,1589.6000000000001,139573000.0,False
WEST HARTFORD,2012,10439.32,1630.9,149600000.0,False
WEST HARTFORD,2013,10333.58,1651.1999999999998,155074000.0,False
WEST HARTFORD,2014,10296.6,1640.5,160266000.0,False
WEST HARTFORD,2015,10252.35,1631.8000000000002,162477000.0,False
WEST HARTFORD,2016,10132.47,1726.9999999999995,167362000.0,False
WEST HAVEN,2007,7585.17,985.5999999999999,79758552.0,False
WEST HAVEN,2008,7345.54,990.6999999999999,83519298.0,False
WEST HAVEN,2009,7335.32,985.2,78628886.0,False
WEST HAVEN,2010,7419.41,1055.0,88027025.0,False
WEST HAVEN,2011,7554.4,970.9000000000001,86890030.0,False
WEST HAVEN,2012,7226.6,957.2,89048477.0,False
WEST HAVEN,2013,7224.26,966.6,89015764.0,False
WEST HAVEN,2014,7194.95,986.5,95107522.0,False
WEST HAVEN,2015,7081.46,1000.8000000000001,96506345.0,False
WEST HAVEN,2016,7017.43,976.6999999999999,106292923.0,False
WESTBROOK,2007,1003.0,173.20000000000002,12246682.0,False
WESTBROOK,2008,994.96,177.60000000000002,17263655.0,False
WESTBROOK,2009,979.08,178.0,14224397.0,False
WESTBROOK,2010,990.06,184.79999999999998,14639635.0,False
WESTBROOK,2011,965.39,181.1,15326905.0,False
WESTBROOK,2012,941.79,182.1,15984126.0,False
WESTBROOK,2013,889.1699999999997,182.6,16815605.0,False
WESTBROOK,2014,851.5,186.79999999999998,17868817.0,False
WESTBROOK,2015,817.96,187.1,17767390.0,False
WESTBROOK,2016,782.98,190.1,19167229.0,False
WESTON,2007,2623.78,420.1,42079139.0,False
WESTON,2008,2587.5,431.0,44575275.0,False
WESTON,2009,2581.69,401.4,46690495.0,False
WESTON,2010,2558.96,399.0,46822322.0,False
WESTON,2011,2530.77,423.20000000000005,48587207.0,False
WESTON,2012,2485.24,424.90000000000003,50570007.0,False
WESTON,2013,2420.87,377.7,50549481.0,False
WESTON,2014,2405.33,361.6,51229491.0,False
WESTON,2015,2389.28,421.09999999999997,53337314.0,False
WESTON,2016,2383.27,418.5,55344610.0,False
WESTPORT,2007,5586.3,1068.9999999999998,86893706.0,False
WESTPORT,2008,5689.14,1098.0,94663527.0,False
WESTPORT,2009,5787.03,1108.2,96336567.0,False
WESTPORT,2010,5704.45,1086.0,102371249.0,False
WESTPORT,2011,5738.91,1072.6,108169179.0,False
WESTPORT,2012,5720.86,1047.2,113131404.0,False
WESTPORT,2013,5762.21,1057.6,115994712.0,False
WESTPORT,2014,5745.72,957.9,121252479.0,False
WESTPORT,2015,5716.44,1255.8999999999999,125459324.0,False
WESTPORT,2016,5717.08,984.3,126750713.0,False
WETHERSFIELD,2007,3944.06,610.5,45250664.0,False
WETHERSFIELD,2008,3921.22,619.6,61482749.0,False
WETHERSFIELD,2009,3965.97,603.1,51564577.0,False
WETHERSFIELD,2010,3945.63,608.4,54093101.0,False
WETHERSFIELD,2011,3930.27,623.1,54344069.0,False
WETHERSFIELD,2012,3857.07,596.9,55269575.0,False
WETHERSFIELD,2013,3877.95,599.9,58303580.0,False
WETHERSFIELD,2014,3921.26,627.7,60950236.0,False
WETHERSFIELD,2015,3933.47,508.3,61943559.0,False
WETHERSFIELD,2016,3971.05,631.0999999999999,64994570.0,False
WILLINGTON,2007,855.5,119.0,11052362.0,False
WILLINGTON,2008,852.68,121.6,13651672.0,False
WILLINGTON,2009,821.61,122.4,11500140.0,False
WILLINGTON,2010,824.09,123.0,11643506.0,False
WILLINGTON,2011,799.23,115.6,12108577.0,False
WILLINGTON,2012,790.69,114.0,12568247.0,False
WILLINGTON,2013,737.58,97.2,12924389.0,False
WILLINGTON,2014,709.91,94.7,12886316.0,False
WILLINGTON,2015,678.4500000000003,91.2,12994977.0,False
WILLINGTON,2016,672.93,88.7,12973852.0,False
WILTON,2007,4385.66,696.0,63652774.0,False
WILTON,2008,4385.26,680.5,69063730.0,False
WILTON,2009,4395.96,686.1,73939700.0,False
WILTON,2010,4360.57,692.9,75499566.0,False
WILTON,2011,4331.64,668.1999999999999,74243675.0,False
WILTON,2012,4309.63,667.1,80058760.0,False
WILTON,2013,4296.63,687.2000000000002,82539363.0,False
WILTON,2014,4312.67,675.5,85352764.0,False
WILTON,2015,4269.32,690.1999999999999,86677283.0,False
WILTON,2016,4155.3,665.4000000000001,89568730.0,False
WINDSOR,2007,4589.58,760.7,57431966.0,False
WINDSOR,2008,4560.17,736.1999999999999,61406479.0,False
WINDSOR,2009,4461.22,731.9000000000001,63321537.0,False
WINDSOR,2010,4271.85,697.4000000000001,63097716.0,False
WINDSOR,2011,4153.88,680.3,64675805.0,False
WINDSOR,2012,4073.98,690.6,67390801.0,False
WINDSOR,2013,4019.78,731.0,68251357.0,False
WINDSOR,2014,3936.24,721.8,70387913.0,False
WINDSOR,2015,3889.09,749.8,72051878.0,False
WINDSOR,2016,3936.72,726.0,72839199.0,False
WINDSOR LOCKS,2007,2037.4,356.7,25875202.0,False
WINDSOR LOCKS,2008,1963.86,363.09999999999997,34638721.0,False
WINDSOR LOCKS,2009,1972.51,374.20000000000005,28780888.0,False
WINDSOR LOCKS,2010,1916.58,358.70000000000005,29433589.0,False
WINDSOR LOCKS,2011,1889.86,360.90000000000003,29185597.0,False
WINDSOR LOCKS,2012,1861.37,343.5,30503362.0,False
WINDSOR LOCKS,2013,1834.61,350.8,31350999.0,False
WINDSOR LOCKS,2014,1783.42,356.50000000000006,32609424.0,False
WINDSOR LOCKS,2015,1714.58,375.3,32258906.0,False
WINDSOR LOCKS,2016,1703.28,396.8,33117510.0,False
WOLCOTT,2007,3267.93,446.3,31757375.0,False
WOLCOTT,2008,3242.81,454.3,42421162.0,False
WOLCOTT,2009,3099.48,446.3,34412326.0,False
WOLCOTT,2010,3027.17,434.00000000000006,32891047.0,True
WOLCOTT,2011,2979.94,425.0,32768203.0,False
WOLCOTT,2012,2908.38,412.19999999999993,35565637.0,False
WOLCOTT,2013,2811.56,411.29999999999995,36419835.0,False
WOLCOTT,2014,2720.2,396.09999999999997,37034923.0,False
WOLCOTT,2015,2585.76,406.6,37739030.0,False
WOLCOTT,2016,2546.62,401.2,37563529.0,False
WOODBRIDGE,2007,1670.74,134.3,23607817.0,False
WOODBRIDGE,2008,1620.13,139.2,13105467.0,False
WOODBRIDGE,2009,1574.78,139.2,25361808.0,False
WOODBRIDGE,2010,1537.87,136.2,25751808.0,False
WOODBRIDGE,2011,1511.22,130.2,25758313.0,False
WOODBRIDGE,2012,1487.03,130.7,26627017.0,False
WOODBRIDGE,2013,1463.84,127.19999999999999,26719822.0,False
WOODBRIDGE,2014,1483.64,128.2,27642754.0,False
WOODBRIDGE,2015,1497.23,81.5,28571588.0,True
WOODBRIDGE,2016,1487.72,131.6,29222217.0,False
WOODSTOCK,2007,1432.13,154.2,14730956.0,False
WOODSTOCK,2008,1420.98,170.7,15595390.0,False
WOODSTOCK,2009,1411.77,169.1,16072398.0,False
WOODSTOCK,2010,1385.9,168.0,16248453.0,False
WOODSTOCK,2011,1383.76,164.1,16265285.0,False
WOODSTOCK,2012,1337.59,162.1,16588443.0,False
WOODSTOCK,2013,1312.5,166.20000000000002,16844128.0,False
WOODSTOCK,2014,1319.62,162.79999999999998,17459851.0,False
WOODSTOCK,2015,1301.8,154.8,17492430.0,False
WOODSTOCK,2016,1264.53,153.79999999999998,17577537.0,False
